lb_atom,lb_substituent_1,lb_substituent_2,linker,la_substituent_1,la_substituent_2,fragment_tokens,raw_smiles,is_valid,canonical_smiles,isomeric_smiles,failure_reasons,is_unique_valid,generation_count,snn_to_train,novel_vs_train,novel_vs_all_seed,novel_vs_templates,novel_vs_all_reference,stereo_novel_vs_train,stereo_novel_vs_all_reference,chemically_sane,sanity_reasons,formal_charge,heavy_atoms,is_neutral,is_single_component,has_LA,has_LB,LA_types,LB_types,excluded_LB_types,negative_flags,flp_tier,min_LA_LB_bonds,no_negative_flags,is_strict_flp_like,is_novel_flp_like,is_final_candidate,is_fragment_candidate,generation_seed,sample_count
P,mesityl,tert_butyl,C2,mesityl,pentachlorophenyl,<LB_P><LB1_mesityl><LB2_tert_butyl><LINKER_C2><LA1_mesityl><LA2_pentachlorophenyl>,Cc1cc(C)c(B(CCP(c2c(C)cc(C)cc2C)C(C)(C)C)c2c(Cl)c(Cl)c(Cl)c(Cl)c2Cl)c(C)c1,True,Cc1cc(C)c(B(CCP(c2c(C)cc(C)cc2C)C(C)(C)C)c2c(Cl)c(Cl)c(Cl)c(Cl)c2Cl)c(C)c1,Cc1cc(C)c(B(CCP(c2c(C)cc(C)cc2C)C(C)(C)C)c2c(Cl)c(Cl)c(Cl)c(Cl)c2Cl)c(C)c1,[],True,1,0.65,True,True,False,False,True,False,True,[],0,37,True,True,True,True,"['LA_B_aryl', 'LA_B_diaryl', 'LA_B_polyhalogenated_aryl', 'LA_B_tricoordinate']",['LB_phosphine'],[],[],LA_LB_no_negative_flags,3,True,True,False,False,True,303,1
N,methyl,phenyl,C5,pentachlorophenyl,pentachlorophenyl,<LB_N><LB1_methyl><LB2_phenyl><LINKER_C5><LA1_pentachlorophenyl><LA2_pentachlorophenyl>,CN(CCCCCB(c1c(Cl)c(Cl)c(Cl)c(Cl)c1Cl)c1c(Cl)c(Cl)c(Cl)c(Cl)c1Cl)c1ccccc1,True,CN(CCCCCB(c1c(Cl)c(Cl)c(Cl)c(Cl)c1Cl)c1c(Cl)c(Cl)c(Cl)c(Cl)c1Cl)c1ccccc1,CN(CCCCCB(c1c(Cl)c(Cl)c(Cl)c(Cl)c1Cl)c1c(Cl)c(Cl)c(Cl)c(Cl)c1Cl)c1ccccc1,[],True,1,0.4146341463414634,True,True,False,False,True,False,True,[],0,36,True,True,True,True,"['LA_B_aryl', 'LA_B_diaryl', 'LA_B_polyhalogenated_aryl', 'LA_B_tricoordinate']",['LB_amine'],[],[],LA_LB_no_negative_flags,6,True,True,False,False,True,303,1
P,phenyl,mesityl,C4,p_tolyl,p_tolyl,<LB_P><LB1_phenyl><LB2_mesityl><LINKER_C4><LA1_p_tolyl><LA2_p_tolyl>,Cc1ccc(B(CCCCP(c2ccccc2)c2c(C)cc(C)cc2C)c2ccc(C)cc2)cc1,True,Cc1ccc(B(CCCCP(c2ccccc2)c2c(C)cc(C)cc2C)c2ccc(C)cc2)cc1,Cc1ccc(B(CCCCP(c2ccccc2)c2c(C)cc(C)cc2C)c2ccc(C)cc2)cc1,[],True,1,0.5217391304347826,True,True,False,False,True,False,True,[],0,35,True,True,True,True,"['LA_B_aryl', 'LA_B_diaryl', 'LA_B_tricoordinate']",['LB_phosphine'],[],[],LA_LB_no_negative_flags,5,True,True,False,False,True,303,1
P,tert_butyl,tert_butyl,C5,pentachlorophenyl,bis_cf3_phenyl,<LB_P><LB1_tert_butyl><LB2_tert_butyl><LINKER_C5><LA1_pentachlorophenyl><LA2_bis_cf3_phenyl>,CC(C)(C)P(CCCCCB(c1cc(C(F)(F)F)cc(C(F)(F)F)c1)c1c(Cl)c(Cl)c(Cl)c(Cl)c1Cl)C(C)(C)C,True,CC(C)(C)P(CCCCCB(c1cc(C(F)(F)F)cc(C(F)(F)F)c1)c1c(Cl)c(Cl)c(Cl)c(Cl)c1Cl)C(C)(C)C,CC(C)(C)P(CCCCCB(c1cc(C(F)(F)F)cc(C(F)(F)F)c1)c1c(Cl)c(Cl)c(Cl)c(Cl)c1Cl)C(C)(C)C,[],True,1,0.5227272727272727,True,True,False,False,True,False,True,[],0,40,True,True,True,True,"['LA_B_aryl', 'LA_B_diaryl', 'LA_B_polyhalogenated_aryl', 'LA_B_tricoordinate']",['LB_phosphine'],[],[],LA_LB_no_negative_flags,6,True,True,False,False,True,303,1
P,cyclohexyl,isopropyl,C5,pentafluorophenyl,pentafluorophenyl,<LB_P><LB1_cyclohexyl><LB2_isopropyl><LINKER_C5><LA1_pentafluorophenyl><LA2_pentafluorophenyl>,CC(C)P(CCCCCB(c1c(F)c(F)c(F)c(F)c1F)c1c(F)c(F)c(F)c(F)c1F)C1CCCCC1,True,CC(C)P(CCCCCB(c1c(F)c(F)c(F)c(F)c1F)c1c(F)c(F)c(F)c(F)c1F)C1CCCCC1,CC(C)P(CCCCCB(c1c(F)c(F)c(F)c(F)c1F)c1c(F)c(F)c(F)c(F)c1F)C1CCCCC1,[],True,1,0.4,True,True,False,False,True,False,True,[],0,38,True,True,True,True,"['LA_B_aryl', 'LA_B_diaryl', 'LA_B_polyhalogenated_aryl', 'LA_B_tricoordinate']",['LB_phosphine'],[],[],LA_LB_no_negative_flags,6,True,True,False,False,True,303,1
P,mesityl,mesityl,C1,phenyl,bis_cf3_phenyl,<LB_P><LB1_mesityl><LB2_mesityl><LINKER_C1><LA1_phenyl><LA2_bis_cf3_phenyl>,Cc1cc(C)c(P(CB(c2ccccc2)c2cc(C(F)(F)F)cc(C(F)(F)F)c2)c2c(C)cc(C)cc2C)c(C)c1,True,Cc1cc(C)c(P(CB(c2ccccc2)c2cc(C(F)(F)F)cc(C(F)(F)F)c2)c2c(C)cc(C)cc2C)c(C)c1,Cc1cc(C)c(P(CB(c2ccccc2)c2cc(C(F)(F)F)cc(C(F)(F)F)c2)c2c(C)cc(C)cc2C)c(C)c1,[],True,1,0.4883720930232558,True,True,False,False,True,False,True,[],0,41,True,True,True,True,"['LA_B_aryl', 'LA_B_diaryl', 'LA_B_tricoordinate']",['LB_phosphine'],[],[],LA_LB_no_negative_flags,2,True,True,False,False,True,303,1
P,mesityl,cyclohexyl,C6,phenyl,pentafluorophenyl,<LB_P><LB1_mesityl><LB2_cyclohexyl><LINKER_C6><LA1_phenyl><LA2_pentafluorophenyl>,Cc1cc(C)c(P(CCCCCCB(c2ccccc2)c2c(F)c(F)c(F)c(F)c2F)C2CCCCC2)c(C)c1,True,Cc1cc(C)c(P(CCCCCCB(c2ccccc2)c2c(F)c(F)c(F)c(F)c2F)C2CCCCC2)c(C)c1,Cc1cc(C)c(P(CCCCCCB(c2ccccc2)c2c(F)c(F)c(F)c(F)c2F)C2CCCCC2)c(C)c1,[],True,1,0.5185185185185185,True,True,False,False,True,False,True,[],0,40,True,True,True,True,"['LA_B_aryl', 'LA_B_diaryl', 'LA_B_polyhalogenated_aryl', 'LA_B_tricoordinate']",['LB_phosphine'],[],[],LA_LB_no_negative_flags,7,True,True,False,False,True,303,1
P,phenyl,phenyl,C6,pentafluorophenyl,pentachlorophenyl,<LB_P><LB1_phenyl><LB2_phenyl><LINKER_C6><LA1_pentafluorophenyl><LA2_pentachlorophenyl>,Fc1c(F)c(F)c(B(CCCCCCP(c2ccccc2)c2ccccc2)c2c(Cl)c(Cl)c(Cl)c(Cl)c2Cl)c(F)c1F,True,Fc1c(F)c(F)c(B(CCCCCCP(c2ccccc2)c2ccccc2)c2c(Cl)c(Cl)c(Cl)c(Cl)c2Cl)c(F)c1F,Fc1c(F)c(F)c(B(CCCCCCP(c2ccccc2)c2ccccc2)c2c(Cl)c(Cl)c(Cl)c(Cl)c2Cl)c(F)c1F,[],True,1,0.8333333333333334,True,True,False,False,True,False,True,[],0,42,True,True,True,True,"['LA_B_aryl', 'LA_B_diaryl', 'LA_B_polyhalogenated_aryl', 'LA_B_tricoordinate']",['LB_phosphine'],[],[],LA_LB_no_negative_flags,7,True,True,False,False,True,303,1
P,tert_butyl,tert_butyl,C3,mesityl,pentachlorophenyl,<LB_P><LB1_tert_butyl><LB2_tert_butyl><LINKER_C3><LA1_mesityl><LA2_pentachlorophenyl>,Cc1cc(C)c(B(CCCP(C(C)(C)C)C(C)(C)C)c2c(Cl)c(Cl)c(Cl)c(Cl)c2Cl)c(C)c1,True,Cc1cc(C)c(B(CCCP(C(C)(C)C)C(C)(C)C)c2c(Cl)c(Cl)c(Cl)c(Cl)c2Cl)c(C)c1,Cc1cc(C)c(B(CCCP(C(C)(C)C)C(C)(C)C)c2c(Cl)c(Cl)c(Cl)c(Cl)c2Cl)c(C)c1,[],True,1,0.5476190476190477,True,True,False,False,True,False,True,[],0,33,True,True,True,True,"['LA_B_aryl', 'LA_B_diaryl', 'LA_B_polyhalogenated_aryl', 'LA_B_tricoordinate']",['LB_phosphine'],[],[],LA_LB_no_negative_flags,4,True,True,False,False,True,303,1
P,phenyl,mesityl,C6,pentachlorophenyl,pentachlorophenyl,<LB_P><LB1_phenyl><LB2_mesityl><LINKER_C6><LA1_pentachlorophenyl><LA2_pentachlorophenyl>,Cc1cc(C)c(P(CCCCCCB(c2c(Cl)c(Cl)c(Cl)c(Cl)c2Cl)c2c(Cl)c(Cl)c(Cl)c(Cl)c2Cl)c2ccccc2)c(C)c1,True,Cc1cc(C)c(P(CCCCCCB(c2c(Cl)c(Cl)c(Cl)c(Cl)c2Cl)c2c(Cl)c(Cl)c(Cl)c(Cl)c2Cl)c2ccccc2)c(C)c1,Cc1cc(C)c(P(CCCCCCB(c2c(Cl)c(Cl)c(Cl)c(Cl)c2Cl)c2c(Cl)c(Cl)c(Cl)c(Cl)c2Cl)c2ccccc2)c(C)c1,[],True,1,0.5555555555555556,True,True,False,False,True,False,True,[],0,45,True,True,True,True,"['LA_B_aryl', 'LA_B_diaryl', 'LA_B_polyhalogenated_aryl', 'LA_B_tricoordinate']",['LB_phosphine'],[],[],LA_LB_no_negative_flags,7,True,True,False,False,True,303,1
P,tert_butyl,tert_butyl,C6,mesityl,pentafluorophenyl,<LB_P><LB1_tert_butyl><LB2_tert_butyl><LINKER_C6><LA1_mesityl><LA2_pentafluorophenyl>,Cc1cc(C)c(B(CCCCCCP(C(C)(C)C)C(C)(C)C)c2c(F)c(F)c(F)c(F)c2F)c(C)c1,True,Cc1cc(C)c(B(CCCCCCP(C(C)(C)C)C(C)(C)C)c2c(F)c(F)c(F)c(F)c2F)c(C)c1,Cc1cc(C)c(B(CCCCCCP(C(C)(C)C)C(C)(C)C)c2c(F)c(F)c(F)c(F)c2F)c(C)c1,[],True,1,0.627906976744186,True,True,False,False,True,False,True,[],0,36,True,True,True,True,"['LA_B_aryl', 'LA_B_diaryl', 'LA_B_polyhalogenated_aryl', 'LA_B_tricoordinate']",['LB_phosphine'],[],[],LA_LB_no_negative_flags,7,True,True,False,False,True,303,1
P,phenyl,isopropyl,C2,pentafluorophenyl,pentafluorophenyl,<LB_P><LB1_phenyl><LB2_isopropyl><LINKER_C2><LA1_pentafluorophenyl><LA2_pentafluorophenyl>,CC(C)P(CCB(c1c(F)c(F)c(F)c(F)c1F)c1c(F)c(F)c(F)c(F)c1F)c1ccccc1,True,CC(C)P(CCB(c1c(F)c(F)c(F)c(F)c1F)c1c(F)c(F)c(F)c(F)c1F)c1ccccc1,CC(C)P(CCB(c1c(F)c(F)c(F)c(F)c1F)c1c(F)c(F)c(F)c(F)c1F)c1ccccc1,[],True,1,0.6388888888888888,True,True,False,False,True,False,True,[],0,35,True,True,True,True,"['LA_B_aryl', 'LA_B_diaryl', 'LA_B_polyhalogenated_aryl', 'LA_B_tricoordinate']",['LB_phosphine'],[],[],LA_LB_no_negative_flags,3,True,True,False,False,True,303,1
N,methyl,phenyl,C5,mesityl,pentafluorophenyl,<LB_N><LB1_methyl><LB2_phenyl><LINKER_C5><LA1_mesityl><LA2_pentafluorophenyl>,Cc1cc(C)c(B(CCCCCN(C)c2ccccc2)c2c(F)c(F)c(F)c(F)c2F)c(C)c1,True,Cc1cc(C)c(B(CCCCCN(C)c2ccccc2)c2c(F)c(F)c(F)c(F)c2F)c(C)c1,Cc1cc(C)c(B(CCCCCN(C)c2ccccc2)c2c(F)c(F)c(F)c(F)c2F)c(C)c1,[],True,1,0.48,True,True,False,False,True,False,True,[],0,34,True,True,True,True,"['LA_B_aryl', 'LA_B_diaryl', 'LA_B_polyhalogenated_aryl', 'LA_B_tricoordinate']",['LB_amine'],[],[],LA_LB_no_negative_flags,6,True,True,False,False,True,303,1
P,mesityl,tert_butyl,C1,p_tolyl,bis_cf3_phenyl,<LB_P><LB1_mesityl><LB2_tert_butyl><LINKER_C1><LA1_p_tolyl><LA2_bis_cf3_phenyl>,Cc1ccc(B(CP(c2c(C)cc(C)cc2C)C(C)(C)C)c2cc(C(F)(F)F)cc(C(F)(F)F)c2)cc1,True,Cc1ccc(B(CP(c2c(C)cc(C)cc2C)C(C)(C)C)c2cc(C(F)(F)F)cc(C(F)(F)F)c2)cc1,Cc1ccc(B(CP(c2c(C)cc(C)cc2C)C(C)(C)C)c2cc(C(F)(F)F)cc(C(F)(F)F)c2)cc1,[],True,1,0.5348837209302325,True,True,False,False,True,False,True,[],0,37,True,True,True,True,"['LA_B_aryl', 'LA_B_diaryl', 'LA_B_tricoordinate']",['LB_phosphine'],[],[],LA_LB_no_negative_flags,2,True,True,False,False,True,303,1
P,phenyl,isopropyl,C3,pentafluorophenyl,bis_cf3_phenyl,<LB_P><LB1_phenyl><LB2_isopropyl><LINKER_C3><LA1_pentafluorophenyl><LA2_bis_cf3_phenyl>,CC(C)P(CCCB(c1cc(C(F)(F)F)cc(C(F)(F)F)c1)c1c(F)c(F)c(F)c(F)c1F)c1ccccc1,True,CC(C)P(CCCB(c1cc(C(F)(F)F)cc(C(F)(F)F)c1)c1c(F)c(F)c(F)c(F)c1F)c1ccccc1,CC(C)P(CCCB(c1cc(C(F)(F)F)cc(C(F)(F)F)c1)c1c(F)c(F)c(F)c(F)c1F)c1ccccc1,[],True,1,0.4423076923076923,True,True,False,False,True,False,True,[],0,39,True,True,True,True,"['LA_B_aryl', 'LA_B_diaryl', 'LA_B_polyhalogenated_aryl', 'LA_B_tricoordinate']",['LB_phosphine'],[],[],LA_LB_no_negative_flags,4,True,True,False,False,True,303,1
N,ethyl,phenyl,C3,mesityl,pentachlorophenyl,<LB_N><LB1_ethyl><LB2_phenyl><LINKER_C3><LA1_mesityl><LA2_pentachlorophenyl>,CCN(CCCB(c1c(C)cc(C)cc1C)c1c(Cl)c(Cl)c(Cl)c(Cl)c1Cl)c1ccccc1,True,CCN(CCCB(c1c(C)cc(C)cc1C)c1c(Cl)c(Cl)c(Cl)c(Cl)c1Cl)c1ccccc1,CCN(CCCB(c1c(C)cc(C)cc1C)c1c(Cl)c(Cl)c(Cl)c(Cl)c1Cl)c1ccccc1,[],True,1,0.42857142857142855,True,True,False,False,True,False,True,[],0,33,True,True,True,True,"['LA_B_aryl', 'LA_B_diaryl', 'LA_B_polyhalogenated_aryl', 'LA_B_tricoordinate']",['LB_amine'],[],[],LA_LB_no_negative_flags,4,True,True,False,False,True,303,1
P,cyclohexyl,isopropyl,C1,pentafluorophenyl,pentafluorophenyl,<LB_P><LB1_cyclohexyl><LB2_isopropyl><LINKER_C1><LA1_pentafluorophenyl><LA2_pentafluorophenyl>,CC(C)P(CB(c1c(F)c(F)c(F)c(F)c1F)c1c(F)c(F)c(F)c(F)c1F)C1CCCCC1,True,CC(C)P(CB(c1c(F)c(F)c(F)c(F)c1F)c1c(F)c(F)c(F)c(F)c1F)C1CCCCC1,CC(C)P(CB(c1c(F)c(F)c(F)c(F)c1F)c1c(F)c(F)c(F)c(F)c1F)C1CCCCC1,[],True,1,0.4,True,True,False,False,True,False,True,[],0,34,True,True,True,True,"['LA_B_aryl', 'LA_B_diaryl', 'LA_B_polyhalogenated_aryl', 'LA_B_tricoordinate']",['LB_phosphine'],[],[],LA_LB_no_negative_flags,2,True,True,False,False,True,303,1
P,phenyl,cyclohexyl,C1,phenyl,bis_cf3_phenyl,<LB_P><LB1_phenyl><LB2_cyclohexyl><LINKER_C1><LA1_phenyl><LA2_bis_cf3_phenyl>,FC(F)(F)c1cc(B(CP(c2ccccc2)C2CCCCC2)c2ccccc2)cc(C(F)(F)F)c1,True,FC(F)(F)c1cc(B(CP(c2ccccc2)C2CCCCC2)c2ccccc2)cc(C(F)(F)F)c1,FC(F)(F)c1cc(B(CP(c2ccccc2)C2CCCCC2)c2ccccc2)cc(C(F)(F)F)c1,[],True,1,0.425531914893617,True,True,False,False,True,False,True,[],0,35,True,True,True,True,"['LA_B_aryl', 'LA_B_diaryl', 'LA_B_tricoordinate']",['LB_phosphine'],[],[],LA_LB_no_negative_flags,2,True,True,False,False,True,303,1
P,phenyl,tert_butyl,C4,pentachlorophenyl,pentachlorophenyl,<LB_P><LB1_phenyl><LB2_tert_butyl><LINKER_C4><LA1_pentachlorophenyl><LA2_pentachlorophenyl>,CC(C)(C)P(CCCCB(c1c(Cl)c(Cl)c(Cl)c(Cl)c1Cl)c1c(Cl)c(Cl)c(Cl)c(Cl)c1Cl)c1ccccc1,True,CC(C)(C)P(CCCCB(c1c(Cl)c(Cl)c(Cl)c(Cl)c1Cl)c1c(Cl)c(Cl)c(Cl)c(Cl)c1Cl)c1ccccc1,CC(C)(C)P(CCCCB(c1c(Cl)c(Cl)c(Cl)c(Cl)c1Cl)c1c(Cl)c(Cl)c(Cl)c(Cl)c1Cl)c1ccccc1,[],True,1,0.5384615384615384,True,True,False,False,True,False,True,[],0,38,True,True,True,True,"['LA_B_aryl', 'LA_B_diaryl', 'LA_B_polyhalogenated_aryl', 'LA_B_tricoordinate']",['LB_phosphine'],[],[],LA_LB_no_negative_flags,5,True,True,False,False,True,303,1
P,mesityl,isopropyl,C1,mesityl,pentachlorophenyl,<LB_P><LB1_mesityl><LB2_isopropyl><LINKER_C1><LA1_mesityl><LA2_pentachlorophenyl>,Cc1cc(C)c(B(CP(c2c(C)cc(C)cc2C)C(C)C)c2c(Cl)c(Cl)c(Cl)c(Cl)c2Cl)c(C)c1,True,Cc1cc(C)c(B(CP(c2c(C)cc(C)cc2C)C(C)C)c2c(Cl)c(Cl)c(Cl)c(Cl)c2Cl)c(C)c1,Cc1cc(C)c(B(CP(c2c(C)cc(C)cc2C)C(C)C)c2c(Cl)c(Cl)c(Cl)c(Cl)c2Cl)c(C)c1,[],True,1,0.5454545454545454,True,True,False,False,True,False,True,[],0,35,True,True,True,True,"['LA_B_aryl', 'LA_B_diaryl', 'LA_B_polyhalogenated_aryl', 'LA_B_tricoordinate']",['LB_phosphine'],[],[],LA_LB_no_negative_flags,2,True,True,False,False,True,303,1
P,tert_butyl,tert_butyl,C1,phenyl,pentachlorophenyl,<LB_P><LB1_tert_butyl><LB2_tert_butyl><LINKER_C1><LA1_phenyl><LA2_pentachlorophenyl>,CC(C)(C)P(CB(c1ccccc1)c1c(Cl)c(Cl)c(Cl)c(Cl)c1Cl)C(C)(C)C,True,CC(C)(C)P(CB(c1ccccc1)c1c(Cl)c(Cl)c(Cl)c(Cl)c1Cl)C(C)(C)C,CC(C)(C)P(CB(c1ccccc1)c1c(Cl)c(Cl)c(Cl)c(Cl)c1Cl)C(C)(C)C,[],True,1,0.7,True,True,False,False,True,False,True,[],0,28,True,True,True,True,"['LA_B_aryl', 'LA_B_diaryl', 'LA_B_polyhalogenated_aryl', 'LA_B_tricoordinate']",['LB_phosphine'],[],[],LA_LB_no_negative_flags,2,True,True,False,False,True,303,1
N,methyl,methyl,C1,p_tolyl,bis_cf3_phenyl,<LB_N><LB1_methyl><LB2_methyl><LINKER_C1><LA1_p_tolyl><LA2_bis_cf3_phenyl>,Cc1ccc(B(CN(C)C)c2cc(C(F)(F)F)cc(C(F)(F)F)c2)cc1,True,Cc1ccc(B(CN(C)C)c2cc(C(F)(F)F)cc(C(F)(F)F)c2)cc1,Cc1ccc(B(CN(C)C)c2cc(C(F)(F)F)cc(C(F)(F)F)c2)cc1,[],True,1,0.43902439024390244,True,True,False,False,True,False,True,[],0,26,True,True,True,True,"['LA_B_aryl', 'LA_B_diaryl', 'LA_B_tricoordinate']",['LB_amine'],[],[],LA_LB_no_negative_flags,2,True,True,False,False,True,303,1
P,phenyl,phenyl,C4,bis_cf3_phenyl,bis_cf3_phenyl,<LB_P><LB1_phenyl><LB2_phenyl><LINKER_C4><LA1_bis_cf3_phenyl><LA2_bis_cf3_phenyl>,FC(F)(F)c1cc(B(CCCCP(c2ccccc2)c2ccccc2)c2cc(C(F)(F)F)cc(C(F)(F)F)c2)cc(C(F)(F)F)c1,True,FC(F)(F)c1cc(B(CCCCP(c2ccccc2)c2ccccc2)c2cc(C(F)(F)F)cc(C(F)(F)F)c2)cc(C(F)(F)F)c1,FC(F)(F)c1cc(B(CCCCP(c2ccccc2)c2ccccc2)c2cc(C(F)(F)F)cc(C(F)(F)F)c2)cc(C(F)(F)F)c1,[],True,1,0.5476190476190477,True,True,False,False,True,False,True,[],0,46,True,True,True,True,"['LA_B_aryl', 'LA_B_diaryl', 'LA_B_tricoordinate']",['LB_phosphine'],[],[],LA_LB_no_negative_flags,5,True,True,False,False,True,303,1
P,phenyl,phenyl,C1,pentachlorophenyl,pentachlorophenyl,<LB_P><LB1_phenyl><LB2_phenyl><LINKER_C1><LA1_pentachlorophenyl><LA2_pentachlorophenyl>,Clc1c(Cl)c(Cl)c(B(CP(c2ccccc2)c2ccccc2)c2c(Cl)c(Cl)c(Cl)c(Cl)c2Cl)c(Cl)c1Cl,True,Clc1c(Cl)c(Cl)c(B(CP(c2ccccc2)c2ccccc2)c2c(Cl)c(Cl)c(Cl)c(Cl)c2Cl)c(Cl)c1Cl,Clc1c(Cl)c(Cl)c(B(CP(c2ccccc2)c2ccccc2)c2c(Cl)c(Cl)c(Cl)c(Cl)c2Cl)c(Cl)c1Cl,[],True,1,0.5714285714285714,True,True,False,False,True,False,True,[],0,37,True,True,True,True,"['LA_B_aryl', 'LA_B_diaryl', 'LA_B_polyhalogenated_aryl', 'LA_B_tricoordinate']",['LB_phosphine'],[],[],LA_LB_no_negative_flags,2,True,True,False,False,True,303,1
N,methyl,methyl,C5,phenyl,pentachlorophenyl,<LB_N><LB1_methyl><LB2_methyl><LINKER_C5><LA1_phenyl><LA2_pentachlorophenyl>,CN(C)CCCCCB(c1ccccc1)c1c(Cl)c(Cl)c(Cl)c(Cl)c1Cl,True,CN(C)CCCCCB(c1ccccc1)c1c(Cl)c(Cl)c(Cl)c(Cl)c1Cl,CN(C)CCCCCB(c1ccccc1)c1c(Cl)c(Cl)c(Cl)c(Cl)c1Cl,[],True,1,0.40816326530612246,True,True,False,False,True,False,True,[],0,26,True,True,True,True,"['LA_B_aryl', 'LA_B_diaryl', 'LA_B_polyhalogenated_aryl', 'LA_B_tricoordinate']",['LB_amine'],[],[],LA_LB_no_negative_flags,6,True,True,False,False,True,303,1
P,mesityl,tert_butyl,C2,p_tolyl,pentachlorophenyl,<LB_P><LB1_mesityl><LB2_tert_butyl><LINKER_C2><LA1_p_tolyl><LA2_pentachlorophenyl>,Cc1ccc(B(CCP(c2c(C)cc(C)cc2C)C(C)(C)C)c2c(Cl)c(Cl)c(Cl)c(Cl)c2Cl)cc1,True,Cc1ccc(B(CCP(c2c(C)cc(C)cc2C)C(C)(C)C)c2c(Cl)c(Cl)c(Cl)c(Cl)c2Cl)cc1,Cc1ccc(B(CCP(c2c(C)cc(C)cc2C)C(C)(C)C)c2c(Cl)c(Cl)c(Cl)c(Cl)c2Cl)cc1,[],True,1,0.5681818181818182,True,True,False,False,True,False,True,[],0,35,True,True,True,True,"['LA_B_aryl', 'LA_B_diaryl', 'LA_B_polyhalogenated_aryl', 'LA_B_tricoordinate']",['LB_phosphine'],[],[],LA_LB_no_negative_flags,3,True,True,False,False,True,303,1
P,phenyl,isopropyl,C6,phenyl,pentachlorophenyl,<LB_P><LB1_phenyl><LB2_isopropyl><LINKER_C6><LA1_phenyl><LA2_pentachlorophenyl>,CC(C)P(CCCCCCB(c1ccccc1)c1c(Cl)c(Cl)c(Cl)c(Cl)c1Cl)c1ccccc1,True,CC(C)P(CCCCCCB(c1ccccc1)c1c(Cl)c(Cl)c(Cl)c(Cl)c1Cl)c1ccccc1,CC(C)P(CCCCCCB(c1ccccc1)c1c(Cl)c(Cl)c(Cl)c(Cl)c1Cl)c1ccccc1,[],True,1,0.45454545454545453,True,True,False,False,True,False,True,[],0,34,True,True,True,True,"['LA_B_aryl', 'LA_B_diaryl', 'LA_B_polyhalogenated_aryl', 'LA_B_tricoordinate']",['LB_phosphine'],[],[],LA_LB_no_negative_flags,7,True,True,False,False,True,303,1
P,phenyl,isopropyl,C6,phenyl,bis_cf3_phenyl,<LB_P><LB1_phenyl><LB2_isopropyl><LINKER_C6><LA1_phenyl><LA2_bis_cf3_phenyl>,CC(C)P(CCCCCCB(c1ccccc1)c1cc(C(F)(F)F)cc(C(F)(F)F)c1)c1ccccc1,True,CC(C)P(CCCCCCB(c1ccccc1)c1cc(C(F)(F)F)cc(C(F)(F)F)c1)c1ccccc1,CC(C)P(CCCCCCB(c1ccccc1)c1cc(C(F)(F)F)cc(C(F)(F)F)c1)c1ccccc1,[],True,1,0.4,True,True,False,False,True,False,True,[],0,37,True,True,True,True,"['LA_B_aryl', 'LA_B_diaryl', 'LA_B_tricoordinate']",['LB_phosphine'],[],[],LA_LB_no_negative_flags,7,True,True,False,False,True,303,1
P,tert_butyl,cyclohexyl,C1,phenyl,bis_cf3_phenyl,<LB_P><LB1_tert_butyl><LB2_cyclohexyl><LINKER_C1><LA1_phenyl><LA2_bis_cf3_phenyl>,CC(C)(C)P(CB(c1ccccc1)c1cc(C(F)(F)F)cc(C(F)(F)F)c1)C1CCCCC1,True,CC(C)(C)P(CB(c1ccccc1)c1cc(C(F)(F)F)cc(C(F)(F)F)c1)C1CCCCC1,CC(C)(C)P(CB(c1ccccc1)c1cc(C(F)(F)F)cc(C(F)(F)F)c1)C1CCCCC1,[],True,1,0.5,True,True,False,False,True,False,True,[],0,33,True,True,True,True,"['LA_B_aryl', 'LA_B_diaryl', 'LA_B_tricoordinate']",['LB_phosphine'],[],[],LA_LB_no_negative_flags,2,True,True,False,False,True,303,1
N,cyclohexyl,phenyl,C1,mesityl,mesityl,<LB_N><LB1_cyclohexyl><LB2_phenyl><LINKER_C1><LA1_mesityl><LA2_mesityl>,Cc1cc(C)c(B(CN(c2ccccc2)C2CCCCC2)c2c(C)cc(C)cc2C)c(C)c1,True,Cc1cc(C)c(B(CN(c2ccccc2)C2CCCCC2)c2c(C)cc(C)cc2C)c(C)c1,Cc1cc(C)c(B(CN(c2ccccc2)C2CCCCC2)c2c(C)cc(C)cc2C)c(C)c1,[],True,1,0.40384615384615385,True,True,False,False,True,False,True,[],0,33,True,True,True,True,"['LA_B_aryl', 'LA_B_diaryl', 'LA_B_tricoordinate']",['LB_amine'],[],[],LA_LB_no_negative_flags,2,True,True,False,False,True,303,1
