raw_smiles,is_valid,canonical_smiles,isomeric_smiles,failure_reasons,is_unique_valid,generation_count,snn_to_train,novel_vs_train,novel_vs_all_seed,novel_vs_templates,novel_vs_all_reference,stereo_novel_vs_train,stereo_novel_vs_all_reference,chemically_sane,sanity_reasons,formal_charge,heavy_atoms,is_neutral,is_single_component,has_LA,has_LB,LA_types,LB_types,excluded_LB_types,negative_flags,flp_tier,min_LA_LB_bonds,no_negative_flags,is_strict_flp_like,is_novel_flp_like,is_final_candidate
Cc1cc(C(F)(F)F)c1F,True,CC1=CC(C(F)(F)F)=C1F,CC1=CC(C(F)(F)F)=C1F,[],True,1,0.18421052631578946,True,True,True,True,True,True,True,[],0.0,10.0,True,True,False,False,[],[],[],[],no_LA_LB,,True,False,False,False
Cc1cc(C)c23)c(Cl)c(Cl)c2Cl)c(Cl)c2Cl)c(Cl)c(Cl)c1Cl)c2Cl)c(Cl)c(Cl)c(Cl)c(Cl)c2Cl)c(Cl)c(Cl)c(Cl)c(Cl)c(Cl)c(Cl)c(Cl)c2Cl)CCB(c1ccccc2B(c2c(F)c(F)c(F)c(F)c3F)c3F)c3F)ccc,False,,,"['reached_max_length', 'unbalanced_parentheses', 'unmatched_ring_closure', 'parse_failure']",False,0,,True,True,True,True,True,True,False,['invalid_smiles'],,,False,False,False,False,[],[],[],[],invalid,,True,False,False,False
Cc1cc(C)cc1,False,,,"['kekulization_failure', 'sanitization_failure']",False,0,,True,True,True,True,True,True,False,['invalid_smiles'],,,False,False,False,False,[],[],[],[],invalid,,True,False,False,False
Cc1cccc1C,False,,,"['kekulization_failure', 'sanitization_failure']",False,0,,True,True,True,True,True,True,False,['invalid_smiles'],,,False,False,False,False,[],[],[],[],invalid,,True,False,False,False
CC(C)(C)C)C(C)(C)cc2C3(C)C)CCC[P+]2(c3c(F)c(F)c(F)c1F,False,,,"['unbalanced_parentheses', 'unmatched_ring_closure', 'parse_failure']",False,0,,True,True,True,True,True,True,False,['invalid_smiles'],,,False,False,False,False,[],[],[],[],invalid,,True,False,False,False
Cc1cc(C(C)P(c2c(F)c(F)c(F)c(F)c(P(c3cccc1)c1c(C)cc(C)cc1C,False,,,"['unbalanced_parentheses', 'unmatched_ring_closure', 'parse_failure']",False,0,,True,True,True,True,True,True,False,['invalid_smiles'],,,False,False,False,False,[],[],[],[],invalid,,True,False,False,False
Fc1c(Cl)c(Cl)c(Cl)c(Cl)c(Cl)c(Cl)c(Cl)c(Cl)c(Cl)c2c(C)c1c(C)c1,False,,,"['unmatched_ring_closure', 'parse_failure']",False,0,,True,True,True,True,True,True,False,['invalid_smiles'],,,False,False,False,False,[],[],[],[],invalid,,True,False,False,False
Cc1cc(C(C)(C)N1CCC2N2CCCCC2)c(Cl)c2Cl)P(c1c(F)c(F)c2cccc5)c24)CC3)c(Cl)c(Cl)c(C)cc(C)cc2C)c2c(C)cc2C)c2c(Cl)c(Cl)c(Cl)c2c(Cl)c(C)c1,False,,,"['unbalanced_parentheses', 'unmatched_ring_closure', 'parse_failure']",False,0,,True,True,True,True,True,True,False,['invalid_smiles'],,,False,False,False,False,[],[],[],[],invalid,,True,False,False,False
Fc1c(Cl)c(Cl)c(C)cc4C)c2c(F)c2F)c2F)c(F)c(F)c2F)c(F)c(Cl)c(Cl)c(Cl)c(Cl)c(Cl)c(C)cc3C)=C3CCCC1(C)CC,False,,,"['unbalanced_parentheses', 'unmatched_ring_closure', 'parse_failure']",False,0,,True,True,True,True,True,True,False,['invalid_smiles'],,,False,False,False,False,[],[],[],[],invalid,,True,False,False,False
Clc1c(F)c(F)c(F)c(F)c(F)c1F)c1ccc(C(CB(c2c(Cl)c(Cl)c(Cl)c2c(C)c1,False,,,"['unbalanced_parentheses', 'parse_failure']",False,0,,True,True,True,True,True,True,False,['invalid_smiles'],,,False,False,False,False,[],[],[],[],invalid,,True,False,False,False
Cc1ccc(C)cc2C)c2c(F)c(F)c(F)c(F)c(F)c2F)C2CC(P(c2c(F)c(F)c2F)P(c2c(C)c1ccc(OB(c2c(C)cc3C)C(C)C)C(B(c2c(C)c1,False,,,"['unbalanced_parentheses', 'unmatched_ring_closure', 'parse_failure']",False,0,,True,True,True,True,True,True,False,['invalid_smiles'],,,False,False,False,False,[],[],[],[],invalid,,True,False,False,False
Cc1cc(C)c1,True,CC1=CC(C)=C1,CC1=CC(C)=C1,[],False,20,0.13043478260869565,True,True,True,True,True,True,False,['too_small'],0.0,6.0,True,True,False,False,[],[],[],[],no_LA_LB,,True,False,False,False
Cc1cccc1)c1cccccc2cccc2N(Cc2cccccc(B(c2c(C)c1c(F)c3cccc1,False,,,"['unbalanced_parentheses', 'unmatched_ring_closure', 'parse_failure']",False,0,,True,True,True,True,True,True,False,['invalid_smiles'],,,False,False,False,False,[],[],[],[],invalid,,True,False,False,False
CC(C)(C)c1,False,,,"['unmatched_ring_closure', 'parse_failure']",False,0,,True,True,True,True,True,True,False,['invalid_smiles'],,,False,False,False,False,[],[],[],[],invalid,,True,False,False,False
Fc1c(Cl)c(Cl)c(Cl)c(C)cc(C)c(PC(=C(B(c2cccc3c2CCCC2)C(CC)CCC[P+]2(c2c(F)c(F)c(F)c(F)c(F)c(F)c2cccc2B2OCC(C)P(c2cc(C)c(Cl)c(C=C(Pc1ccccc4cccc2)c2c(F)c(F)c(F)c(F)c(F)c1F)C,False,,,"['reached_max_length', 'unbalanced_parentheses', 'unmatched_ring_closure', 'parse_failure']",False,0,,True,True,True,True,True,True,False,['invalid_smiles'],,,False,False,False,False,[],[],[],[],invalid,,True,False,False,False
CCN(CC)C(B(c1c(F)c1c(F)c(F)c(F)c(F)c(F)c(F)c(F)c(F)c(F)c(F)c(F)c2cccccc1,False,,,"['unbalanced_parentheses', 'unmatched_ring_closure', 'parse_failure']",False,0,,True,True,True,True,True,True,False,['invalid_smiles'],,,False,False,False,False,[],[],[],[],invalid,,True,False,False,False
CC(C)(C)CC,True,CCC(C)(C)C,CCC(C)(C)C,[],False,2,0.15384615384615385,True,True,True,True,True,True,False,['too_small'],0.0,6.0,True,True,False,False,[],[],[],[],no_LA_LB,,True,False,False,False
Cc1cc(N(c2c(Cl)c(Cl)c(Cl)c(Cl)c(C)c1,False,,,"['unbalanced_parentheses', 'unmatched_ring_closure', 'parse_failure']",False,0,,True,True,True,True,True,True,False,['invalid_smiles'],,,False,False,False,False,[],[],[],[],invalid,,True,False,False,False
Cc1ccc(B(c3c(Cl)c(Cl)c(B(c1c(C)c1,False,,,"['unbalanced_parentheses', 'unmatched_ring_closure', 'parse_failure']",False,0,,True,True,True,True,True,True,False,['invalid_smiles'],,,False,False,False,False,[],[],[],[],invalid,,True,False,False,False
CCN(CC)CCCCB(c1c(Cl)c(Cl)c(Cl)c(Cl)c1Cl)CCP1c1cccc3B(c3c(F)c(F)c(F)c2F)c2F)P(c2c(Cl)c(Cl)c(Cl)c(Cl)c2Cl)c2c(F)c(F)c2cccc(B(c3ccccc21,False,,,"['unbalanced_parentheses', 'unmatched_ring_closure', 'parse_failure']",False,0,,True,True,True,True,True,True,False,['invalid_smiles'],,,False,False,False,False,[],[],[],[],invalid,,True,False,False,False
Clc1c(Cl)c1c(C)c1,False,,,"['unmatched_ring_closure', 'parse_failure']",False,0,,True,True,True,True,True,True,False,['invalid_smiles'],,,False,False,False,False,[],[],[],[],invalid,,True,False,False,False
CC1C(c1ccc(c34)P2c2cccc3O2)c2c(Cl)c(Cl)c(Cl)c(Cl)c(Cl)c3Cl)c(Cl)c3c(Cl)c1Cl,False,,,"['unbalanced_parentheses', 'unmatched_ring_closure', 'parse_failure']",False,0,,True,True,True,True,True,True,False,['invalid_smiles'],,,False,False,False,False,[],[],[],[],invalid,,True,False,False,False
CC(C)(C)N1c1cccc2)c(Cl)c2c(F)c(F)c2F)c2F)c2F)n1,False,,,"['unbalanced_parentheses', 'unmatched_ring_closure', 'parse_failure']",False,0,,True,True,True,True,True,True,False,['invalid_smiles'],,,False,False,False,False,[],[],[],[],invalid,,True,False,False,False
CC(CC)C(B(c2ccccccc32)c(Cl)c(Cl)c1c(C)cc(C)c1ccccc1N(Cc3cccc1,False,,,"['unbalanced_parentheses', 'parse_failure']",False,0,,True,True,True,True,True,True,False,['invalid_smiles'],,,False,False,False,False,[],[],[],[],invalid,,True,False,False,False
Cc1cc(C)c1cc(C)cc(C)cc1,False,,,"['unmatched_ring_closure', 'parse_failure']",False,0,,True,True,True,True,True,True,False,['invalid_smiles'],,,False,False,False,False,[],[],[],[],invalid,,True,False,False,False
Cc1cccc2)N2CCCC2)c2c(C)cc(C)cc(C)c(P(c2c(Cl)c(Cl)c(Cl)c1Cl)CCB(c1cccc2C)c(Cl)c(Cl)c(C)c1,False,,,"['unbalanced_parentheses', 'parse_failure']",False,0,,True,True,True,True,True,True,False,['invalid_smiles'],,,False,False,False,False,[],[],[],[],invalid,,True,False,False,False
Clc1c(Cl)c(C)cc(C)cc(C)c1,True,CC1=CC(C)=CC(Cl)=C(Cl)C(C)=C1,CC1=CC(C)=CC(Cl)=C(Cl)C(C)=C1,[],True,1,0.14634146341463414,True,True,True,True,True,True,True,[],0.0,13.0,True,True,False,False,[],[],[],[],no_LA_LB,,True,False,False,False
Cc1cc(C)cc2C)C2CCCC1(C)C)cc2C)c(Cl)c(Cl)c(Cl)c2c(F)c3F)c3F)c3c(C)cc(C)cc(C)cc(C(CB(c2c(C)cc(C)cc1C,False,,,"['unbalanced_parentheses', 'unmatched_ring_closure', 'parse_failure']",False,0,,True,True,True,True,True,True,False,['invalid_smiles'],,,False,False,False,False,[],[],[],[],invalid,,True,False,False,False
CC1(C)CB(c1c(F)c(F)c(F)c2F)c(F)c(F)c(F)c(F)c(F)c1cccc1)c1c(c2P2CCCC(C)(C)C)c(C)cc(C)c(B(c1c(Cl)c(Cl)c2Cl)c2cc(C)c1,False,,,"['unmatched_ring_closure', 'parse_failure']",False,0,,True,True,True,True,True,True,False,['invalid_smiles'],,,False,False,False,False,[],[],[],[],invalid,,True,False,False,False
CC(B(c4ccccc2P(c2c(Cl)c3Cl)ccccc4)ccccc2)cc1,False,,,"['unmatched_ring_closure', 'parse_failure']",False,0,,True,True,True,True,True,True,False,['invalid_smiles'],,,False,False,False,False,[],[],[],[],invalid,,True,False,False,False
CN1c2c(F)c(F)c(F)c(F)c(F)c(F)c(B(c1c(F)c4F)c4F)c4F)cc(C)c(B(c3c(F)c(F)c1F)C(CCP(c1cc(C(F)(F)c(Cl)c(Cl)c2c(Cl)c2c(F)c(F)c(F)c(F)c(F)c(F)c(F)c(F)c(F)c(F)c(F)c2c(Cl)c(Cl)c3,False,,,"['reached_max_length', 'unbalanced_parentheses', 'unmatched_ring_closure', 'parse_failure']",False,0,,True,True,True,True,True,True,False,['invalid_smiles'],,,False,False,False,False,[],[],[],[],invalid,,True,False,False,False
CC(C)(C)C)C(B(c2c(F)c(F)c(F)c2c(Cl)c(B(c2c(C)c(P(c2ccccc1)CB(c2cccc1,False,,,"['unbalanced_parentheses', 'unmatched_ring_closure', 'parse_failure']",False,0,,True,True,True,True,True,True,False,['invalid_smiles'],,,False,False,False,False,[],[],[],[],invalid,,True,False,False,False
CC1CCCC2)C(C)(C)N1c1cc(C)cc1C)c1,False,,,"['unbalanced_parentheses', 'unmatched_ring_closure', 'parse_failure']",False,0,,True,True,True,True,True,True,False,['invalid_smiles'],,,False,False,False,False,[],[],[],[],invalid,,True,False,False,False
Cc1cc1c(F)c(F)c2F)c(F)c(F)c(F)c2c(F)c(F)c(F)c(F)c1c(B(c2c(Cl)c(Cl)c(Cl)c(Cl)c3Cl)(c3c(Cl)c(Cl)c2Cl)c(Cl)c(Cl)c(C)cc2C)c2c(C)c(Cl)c2Cl)C2CCC1)C2B(c2c(Cl)c3Cl)c(Cl)c1Cl)c(,False,,,"['reached_max_length', 'unbalanced_parentheses', 'unmatched_ring_closure', 'parse_failure']",False,0,,True,True,True,True,True,True,False,['invalid_smiles'],,,False,False,False,False,[],[],[],[],invalid,,True,False,False,False
Cc1cc(C(F)(F)F)c3F)CCC[P+]2(c3ccccccc2cccc1)c1ccc(B2c3ccccc1B(c1c(Cl)c(Cl)c1Cl,False,,,"['unbalanced_parentheses', 'unmatched_ring_closure', 'parse_failure']",False,0,,True,True,True,True,True,True,False,['invalid_smiles'],,,False,False,False,False,[],[],[],[],invalid,,True,False,False,False
Cc1cc(C)cc(C)cc(C)cc2C)c(Cl)c1Cl,False,,,"['unbalanced_parentheses', 'unmatched_ring_closure', 'parse_failure']",False,0,,True,True,True,True,True,True,False,['invalid_smiles'],,,False,False,False,False,[],[],[],[],invalid,,True,False,False,False
Cc1cccccccccc2N(Cc3cc(C)cc(C)cc2C)c(C)c1,False,,,"['unmatched_ring_closure', 'parse_failure']",False,0,,True,True,True,True,True,True,False,['invalid_smiles'],,,False,False,False,False,[],[],[],[],invalid,,True,False,False,False
CC(C)(C)C,True,CC(C)(C)C,CC(C)(C)C,[],False,8,0.15,True,True,True,True,True,True,False,['too_small'],0.0,5.0,True,True,False,False,[],[],[],[],no_LA_LB,,True,False,False,False
FC(F)(F)F)cc(C)cc2C)c2c(Cl)c(Cl)c2Cl)c(C)cc(C)cc3C)c3c2-c2c-3cccc1B(c1c(F)c(F)c(F)c(F)c(F)c2F)c2c(Cl)c(Cl)c2Cl)c(Cl)c(Cl)c1c(Cl)c(Cl)c(Cl)c(Cl)c1Cl)c(C(F)(F)F)c3c(Cl)c(C,False,,,"['reached_max_length', 'unbalanced_parentheses', 'parse_failure']",False,0,,True,True,True,True,True,True,False,['invalid_smiles'],,,False,False,False,False,[],[],[],[],invalid,,True,False,False,False
CC(C)(C)N1c1cc(C)c1,False,,,"['unmatched_ring_closure', 'parse_failure']",False,0,,True,True,True,True,True,True,False,['invalid_smiles'],,,False,False,False,False,[],[],[],[],invalid,,True,False,False,False
CN1c2c(F)c1F)C(C)C,False,,,"['unbalanced_parentheses', 'unmatched_ring_closure', 'parse_failure']",False,0,,True,True,True,True,True,True,False,['invalid_smiles'],,,False,False,False,False,[],[],[],[],invalid,,True,False,False,False
Cc1cccc4)c4ccccc4)c23)c(Cl)c(Cl)c(Cl)c(Cl)c(C)cc(C)cc2C)c2cccc(P(c2c(F)c1cc(C)cc(C)c(C)cc(C)cc2C)c2c(Cl)c(Cl)c(Cl)c(C23CC(C)C)c(Cl)c2ccccccc1)P(c1c(Cl)c(Cl)c(Cl)c(Cl)c(C,False,,,"['reached_max_length', 'unbalanced_parentheses', 'unmatched_ring_closure', 'parse_failure']",False,0,,True,True,True,True,True,True,False,['invalid_smiles'],,,False,False,False,False,[],[],[],[],invalid,,True,False,False,False
Cc1ccc(B(c2c(F)c(F)c(F)c(F)c(F)c(F)c(F)c(F)c(F)c(F)c(F)c(F)c(F)c3)cc2C)c2cccccc3B(c3c(Cl)c(Cl)c2Cl)c(C2N(Cc3cccc1)c1cc1c(Cl)c(Cl)c(Cl)c(Cl)c1Cl,False,,,"['unbalanced_parentheses', 'unmatched_ring_closure', 'parse_failure']",False,0,,True,True,True,True,True,True,False,['invalid_smiles'],,,False,False,False,False,[],[],[],[],invalid,,True,False,False,False
CC1(C)C,False,,,"['unmatched_ring_closure', 'parse_failure']",False,0,,True,True,True,True,True,True,False,['invalid_smiles'],,,False,False,False,False,[],[],[],[],invalid,,True,False,False,False
COB(OC)c1,False,,,"['unmatched_ring_closure', 'parse_failure']",False,0,,True,True,True,True,True,True,False,['invalid_smiles'],,,False,False,False,False,[],[],[],[],invalid,,True,False,False,False
Cc1cccc32)c(Cl)c2Cl)c2c(F)c(F)c(F)c(F)c(F)c(F)c(F)c(F)c(F)c(F)c2F)c2F)c(F)c1cc(CB(c1c(Cl)c(Cl)c(Cl)c(Cl)c(Cl)c2ccccccc1,False,,,"['unbalanced_parentheses', 'unmatched_ring_closure', 'parse_failure']",False,0,,True,True,True,True,True,True,False,['invalid_smiles'],,,False,False,False,False,[],[],[],[],invalid,,True,False,False,False
CC1(C)CB(c2cccccc2B2Oc3cccc1,False,,,"['unbalanced_parentheses', 'unmatched_ring_closure', 'parse_failure']",False,0,,True,True,True,True,True,True,False,['invalid_smiles'],,,False,False,False,False,[],[],[],[],invalid,,True,False,False,False
Fc1c(F)c2F)c(F)c(F)c(F)c(F)c(F)c(F)c(F)c(F)c(F)c(F)c(F)c(F)c2F)C1c1ccc(c34)P2c2c(F)c(F)c1F)c1c(Cl)c(C)c(Cl)c4c(Cl)c1Cl)c2Cl)P(c1c(Cl)c2Cl)c(Cl)c(Cl)c2Cl)C2CCCC3C(c3cccc(,False,,,"['reached_max_length', 'unbalanced_parentheses', 'unmatched_ring_closure', 'parse_failure']",False,0,,True,True,True,True,True,True,False,['invalid_smiles'],,,False,False,False,False,[],[],[],[],invalid,,True,False,False,False
Cc1cc(C)c(-c3cc(C)cc(C)cccc2B(c1c(F)c(F)c2F)c2F)P(c1ccccc21,False,,,"['unbalanced_parentheses', 'unmatched_ring_closure', 'parse_failure']",False,0,,True,True,True,True,True,True,False,['invalid_smiles'],,,False,False,False,False,[],[],[],[],invalid,,True,False,False,False
CC(C3)C3CCCC(CCP(CCCC2)C(C)(C)CCCC2)c2ccccc2)N2CCCC2)c(F)c1F)=C(c1c(Cl)c2cccc(C)c1,False,,,"['unbalanced_parentheses', 'unmatched_ring_closure', 'parse_failure']",False,0,,True,True,True,True,True,True,False,['invalid_smiles'],,,False,False,False,False,[],[],[],[],invalid,,True,False,False,False
Cc1cc(C)cc(-c3cccc2-3)c2c(Cl)c(Cl)c(Cl)c(Cl)c(Cl)c1Cl)c(Cl)c(Cl)c2Cl)c(Cl)c(Cl)c(Cl)c(Cl)c(Cl)c2Cl)c3cccc2)cc(C(F)(F)F)c3F)c3F)C2CCCC2(C)c1,False,,,"['unbalanced_parentheses', 'unmatched_ring_closure', 'parse_failure']",False,0,,True,True,True,True,True,True,False,['invalid_smiles'],,,False,False,False,False,[],[],[],[],invalid,,True,False,False,False
Cc1cc(C)c(P(c3c(Cl)c(C)cc2C)cc(C)cc1C)c1cccccc3B(c3cccccc2)OC1(C)CO2)cc1)c1c(F)c1F,False,,,"['unbalanced_parentheses', 'unmatched_ring_closure', 'parse_failure']",False,0,,True,True,True,True,True,True,False,['invalid_smiles'],,,False,False,False,False,[],[],[],[],invalid,,True,False,False,False
c1cccc3)c3c(F)c(F)c(B(c3c(Cl)c(Cl)c(Cl)c(Cl)c(Cl)c2Cl)c(Cl)c2Cl)c2cc(C)c1,False,,,"['unbalanced_parentheses', 'unmatched_ring_closure', 'parse_failure']",False,0,,True,True,True,True,True,True,False,['invalid_smiles'],,,False,False,False,False,[],[],[],[],invalid,,True,False,False,False
CC(C)(C)c1,False,,,"['unmatched_ring_closure', 'parse_failure']",False,0,,True,True,True,True,True,True,False,['invalid_smiles'],,,False,False,False,False,[],[],[],[],invalid,,True,False,False,False
c1cccc1)N1Cc1cc(C)c1,False,,,"['unbalanced_parentheses', 'unmatched_ring_closure', 'parse_failure']",False,0,,True,True,True,True,True,True,False,['invalid_smiles'],,,False,False,False,False,[],[],[],[],invalid,,True,False,False,False
CC(C)C)c(Cl)c(Cl)c2Cl)c(Cl)c(Cl)c1cc(C)cc2C)c(Cl)c(Cl)c(C)cc(C)c(Cl)c(Cl)c(Cl)c(Cl)c(C)c1,False,,,"['unbalanced_parentheses', 'parse_failure']",False,0,,True,True,True,True,True,True,False,['invalid_smiles'],,,False,False,False,False,[],[],[],[],invalid,,True,False,False,False
Cc1ccc(C(C)(C)cc(C)c(P(c2c(C)cc(-c2c-3ccccc3B(c3c(Cl)c2cccccc5)c24)CC3)C2P(c2c(C)cc2C(C)(C)N1CCCC(C)(C)C1CCCC3)c(Cl)c1Cl)c(Cl)c2Cl)C2(C)cc(C)c3cccccc3)ccccc3)c3c(C(C)(C),False,,,"['reached_max_length', 'unbalanced_parentheses', 'unmatched_ring_closure', 'parse_failure']",False,0,,True,True,True,True,True,True,False,['invalid_smiles'],,,False,False,False,False,[],[],[],[],invalid,,True,False,False,False
CC1B(c1c(C)c1,False,,,"['unbalanced_parentheses', 'unmatched_ring_closure', 'parse_failure']",False,0,,True,True,True,True,True,True,False,['invalid_smiles'],,,False,False,False,False,[],[],[],[],invalid,,True,False,False,False
Cc1cc(C)cc(C)cc(C)cc2C(C)C)B(c2cccc2)c2c(F)c(F)c2F)c(F)c(F)c3c(Cl)c(Cl)c(C)c1,False,,,"['unbalanced_parentheses', 'unmatched_ring_closure', 'parse_failure']",False,0,,True,True,True,True,True,True,False,['invalid_smiles'],,,False,False,False,False,[],[],[],[],invalid,,True,False,False,False
Cc1cc(C)cc(C)cc(C)c1,True,CC1=CC(C)=CC(C)=CC(C)=C1,CC1=CC(C)=CC(C)=CC(C)=C1,[],True,3,0.13043478260869565,True,True,True,True,True,True,True,[],0.0,12.0,True,True,False,False,[],[],[],[],no_LA_LB,,True,False,False,False
Cc1cc(C(C)(C)C=C(B(c1c(Cl)c(Cl)c(Cl)c3Cl)c(Cl)c(B(c3cccc3ccccc2N(Cc2cccc1)B(c1c(Cl)c(Cl)c(Cl)c1c(F)c(F)c(F)c(F)c(Cl)c(C)c(Cl)c(Cl)c2cccc3C)C(B(c3cccc43)c12)C(C)CB(c2c(C),False,,,"['reached_max_length', 'unbalanced_parentheses', 'unmatched_ring_closure', 'parse_failure']",False,0,,True,True,True,True,True,True,False,['invalid_smiles'],,,False,False,False,False,[],[],[],[],invalid,,True,False,False,False
CC1(C)COCC(CC)C(c1cccc1)P(c2cccc23)c(Cl)c2c(Cl)c2c(C)c(Cl)c(Cl)c2Cl)n1,False,,,"['unbalanced_parentheses', 'unmatched_ring_closure', 'parse_failure']",False,0,,True,True,True,True,True,True,False,['invalid_smiles'],,,False,False,False,False,[],[],[],[],invalid,,True,False,False,False
Cc1cccc2)c2c(Cl)c(Cl)c1Cl)c2Cl)CP(CCCC1,False,,,"['unbalanced_parentheses', 'unmatched_ring_closure', 'parse_failure']",False,0,,True,True,True,True,True,True,False,['invalid_smiles'],,,False,False,False,False,[],[],[],[],invalid,,True,False,False,False
Cc1ccccc1,True,Cc1ccccc1,Cc1ccccc1,[],False,3,0.2702702702702703,True,True,True,True,True,True,False,['too_small'],0.0,7.0,True,True,False,False,[],[],[],[],no_LA_LB,,True,False,False,False
CC1(C)C)C(C)C[B-]2(c2cccc3B(c3c(F)c(F)c(F)c(F)c(F)c(Cl)c(Cl)c(Cl)c2c(F)c(F)c(F)c(F)c(F)c1F,False,,,"['unbalanced_parentheses', 'unmatched_ring_closure', 'parse_failure']",False,0,,True,True,True,True,True,True,False,['invalid_smiles'],,,False,False,False,False,[],[],[],[],invalid,,True,False,False,False
Fc1c(Cl)c(Cl)c2Cl)c(C)c(B(c3cccc2)cc1C,False,,,"['unmatched_ring_closure', 'parse_failure']",False,0,,True,True,True,True,True,True,False,['invalid_smiles'],,,False,False,False,False,[],[],[],[],invalid,,True,False,False,False
Fc1c(F)c(F)c(F)c(F)c(F)c1ccc(c34)P2c2c(Cl)c3cccc1P(C1CCCC2(C)c(Cl)c(Cl)c(Cl)c(C2N(Cc2cccc4)c4c(Cl)c(Cl)c(Cl)c(C)cc2C)c2c(F)c(F)c2F)C2CCC1,False,,,"['unmatched_ring_closure', 'parse_failure']",False,0,,True,True,True,True,True,True,False,['invalid_smiles'],,,False,False,False,False,[],[],[],[],invalid,,True,False,False,False
CCN(C)C)c(P(CCC(C)C)C(c1c(Cl)c(C2N(Cc3ccccc(B(c2c(Cl)c(Cl)c2Cl)c(Cl)c(Cl)c1Cl)c2Cl)c2Cl)c3cccc2)c2c(C)ccccccc3c2CCCCCC1C(c1cc(C)c1,False,,,"['unbalanced_parentheses', 'unmatched_ring_closure', 'parse_failure']",False,0,,True,True,True,True,True,True,False,['invalid_smiles'],,,False,False,False,False,[],[],[],[],invalid,,True,False,False,False
CC(C)C)cc4C)c2c(Cl)c(Cl)c(Cl)c(Cl)c(Cl)c(C)c1,False,,,"['unbalanced_parentheses', 'unmatched_ring_closure', 'parse_failure']",False,0,,True,True,True,True,True,True,False,['invalid_smiles'],,,False,False,False,False,[],[],[],[],invalid,,True,False,False,False
CC(CCP(c1ccc(P(C(=C(B(c2c(Cl)c(Cl)c1c(Cl)c1Cl,False,,,"['unbalanced_parentheses', 'unmatched_ring_closure', 'parse_failure']",False,0,,True,True,True,True,True,True,False,['invalid_smiles'],,,False,False,False,False,[],[],[],[],invalid,,True,False,False,False
c1cc(C)cc(CB(c2c(C)c(P(C(C)(C)C,False,,,"['unbalanced_parentheses', 'unmatched_ring_closure', 'parse_failure']",False,0,,True,True,True,True,True,True,False,['invalid_smiles'],,,False,False,False,False,[],[],[],[],invalid,,True,False,False,False
CC(B(c2c(Cl)c(Cl)c(Cl)c(Cl)c1c(F)c(F)c(F)c(F)c(F)c(F)c2F)c21,False,,,"['unbalanced_parentheses', 'unmatched_ring_closure', 'parse_failure']",False,0,,True,True,True,True,True,True,False,['invalid_smiles'],,,False,False,False,False,[],[],[],[],invalid,,True,False,False,False
Clc1c(F)c(F)c(F)c(F)c(F)c(F)c1F,True,FC1=C(F)C(F)=C(F)C(Cl)=C(F)C(F)=C1F,FC1=C(F)C(F)=C(F)C(Cl)=C(F)C(F)=C1F,[],False,2,0.16666666666666666,True,True,True,True,True,True,True,[],0.0,16.0,True,True,False,False,[],[],[],[],no_LA_LB,,True,False,False,False
CC1(C)OB(c2c(F)c(F)c(F)c(Cl)c3cc(C(C)(C)B(c2cccc2ccccc2)OC1(C)CCC[P+]2(c3c(C)c1,False,,,"['unbalanced_parentheses', 'unmatched_ring_closure', 'parse_failure']",False,0,,True,True,True,True,True,True,False,['invalid_smiles'],,,False,False,False,False,[],[],[],[],invalid,,True,False,False,False
Cc1cccccc2)cc1C2(C)CCCC2N2CCCCCCC(B(c2cccccc2)c(Cl)c(Cl)c(Cl)c1Cl,False,,,"['unmatched_ring_closure', 'parse_failure']",False,0,,True,True,True,True,True,True,False,['invalid_smiles'],,,False,False,False,False,[],[],[],[],invalid,,True,False,False,False
Fc1c(C)cc(C)c(N(C)c1,False,,,"['unbalanced_parentheses', 'parse_failure']",False,0,,True,True,True,True,True,True,False,['invalid_smiles'],,,False,False,False,False,[],[],[],[],invalid,,True,False,False,False
CC(B(c2c(Cl)c(Cl)c2Cl)c(Cl)c(Cl)c1cccccc3c2CCCC2)c2cccccc2)c(F)c(F)c(F)c(F)c(F)c(F)c(F)c(F)c(F)c(F)c(F)c1F)(c1cc(C(F)(F)F)c(F)c2F)c(F)c2F)c2F)c(B(c3cccc4)c4c(Cl)c(Cl)c(C,False,,,"['reached_max_length', 'unbalanced_parentheses', 'unmatched_ring_closure', 'parse_failure']",False,0,,True,True,True,True,True,True,False,['invalid_smiles'],,,False,False,False,False,[],[],[],[],invalid,,True,False,False,False
CC(C)(C)C[B-](c1c(Cl)c(Cl)c(Cl)c(Cl)c(Cl)c(Cl)c(Cl)c(Cl)c1ccccccc2)cc1C,False,,,"['unmatched_ring_closure', 'parse_failure']",False,0,,True,True,True,True,True,True,False,['invalid_smiles'],,,False,False,False,False,[],[],[],[],invalid,,True,False,False,False
CC(C)(C)N1c1cc(C)cc2C)c2c(Cl)c(Cl)c(Cl)c(Cl)c2c(F)c3c2-c2c-3cccc1,False,,,"['unbalanced_parentheses', 'unmatched_ring_closure', 'parse_failure']",False,0,,True,True,True,True,True,True,False,['invalid_smiles'],,,False,False,False,False,[],[],[],[],invalid,,True,False,False,False
